_id,Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Band,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,ABN,Sector,Non-State Sector,Longitude,Latitude
1044,218,Nerang State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-08-28T00:00:00,www.nerangss.eq.edu.au,(07) 5581 4777,N,(07) 5581 4700,,3 Nerang Street,Nerang,4211,3 Nerang Street,Nerang,,4211,South East,Moncrieff,Gaven,Gold Coast (C),Nerang - Mount Nathan,309061248,Major Cities of Australia,2019 July,284,,24497164697,State,,153.338457,-27.988627
1045,943,New Farm State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-08-12T00:00:00,www.newfarmss.eq.edu.au,(07) 3358 7333,N,(07) 3358 7300,,Cnr James & Heal Streets,New Farm,4005,PO Box 2358,Fortitude Valley BC,,4006,Metropolitan,Brisbane,McConnel,Brisbane (C),New Farm,305011109,Major Cities of Australia,2019 July,509,,84432329613,State,,153.045174,-27.460244
1046,228,Newmarket State School,State School,Open,,,Prep Year,Year 6,Principal,7,2020-08-12T00:00:00,www.newmarketss.eq.edu.au,(07) 3552 7222,N,(07) 3552 7200,,15 Banks Street,Newmarket,4051,PO Box 225,Alderley,,4051,Metropolitan,Brisbane,Ferny Grove,Brisbane (C),Newmarket,305031127,Major Cities of Australia,2019 July,308,,99453157879,State,,153.004001,-27.432212
1047,1227,Newtown State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-03-26T00:00:00,www.newtownss.eq.edu.au,(07) 4614 5777,N,,,24 Albert Street,Newtown,4350,PO Box 6280,Clifford Gardens,Toowoomba,4350,Darling Downs South West,Groom,Toowoomba North,Toowoomba (R),Newtown (Qld),317011453,Inner Regional Australia,2019 July,394,,24137755493,State,,151.935241,-27.558695
1048,1735,Nobby State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-03-26T00:00:00,www.nobbyss.eq.edu.au,(07) 4696 3233,N,(07) 4696 3295,,4 Davenport Street,Nobby,4360,4 Davenport Street,Nobby,,4360,Darling Downs South West,Maranoa,Condamine,Toowoomba (R),Clifton - Greenmount,307031184,Inner Regional Australia,2019 July,48,,68391220114,State,,151.906017,-27.85243
1049,5303,Noosa Christian College (Cooroy),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.noosacc.qld.edu.au,(07) 5447 7808,,(07) 5447 7660,,20 Cooroy Belli Creek Road,Cooroy,4563,20 Cooroy Belli Creek Road,Cooroy,,4563,North Coast,Wide Bay,Nicklin,Noosa (S),Noosa Hinterland,316081549,Inner Regional Australia,,,,,Non-State,Independent,152.903924,-26.427873
1050,2088,Noosa District State High School,State High School,Open,,,Year 7,Year 12,Principal,11,2020-09-11T00:00:00,www.noosadistrictshs.eq.edu.au,(07) 5472 2222,N,(07) 5472 2200,,Tulip Street,Cooroy,4563,PO Box 564,Cooroy,,4563,North Coast,Wide Bay,Nicklin,Noosa (S),Noosa Hinterland,316081549,Inner Regional Australia,2019 July,730,,51001743654,State,,152.910213,-26.42421
1051,5638,Noosa Flexible Learning Centre (Sunshine Beach),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.youthplus.edu.au,(07) 3327 2288,,(07) 3327 2217,,2 Girraween Court,Sunshine Beach,4567,"Youth Plus, Flexi Schools Network",PO Box 498,Red Hill,4059,North Coast,Wide Bay,Noosa,Noosa (S),Sunshine Beach,316051437,Major Cities of Australia,,,,,Non-State,Catholic,153.100729,-26.403168
1052,270,Noosa Pengari Steiner School (Doonan),Non-State School,Open,,,Prep Year,Year 12,Director,,,www.noosasteiner.qld.edu.au,(07) 5471 0199,,(07) 5471 0999,,86 Nyell Road,Doonan,4562,86 Nyell Road,Doonan,,4562,North Coast,Fairfax,Ninderry,Sunshine Coast (R),Noosa Hinterland,316081549,Major Cities of Australia,,,,,Non-State,Independent,153.03065,-26.452141
1053,175,Noosaville State School,State School,Open,,,Early Childhood,Year 6,Principal,8,2020-09-11T00:00:00,www.noosavilless.eq.edu.au,(07) 5440 3222,N,(07) 5440 3200,,75 Beckmans Road,Noosaville,4566,PO Box 1079,Noosaville DC,,4566,North Coast,Wide Bay,Noosa,Noosa (S),Noosaville,316051435,Major Cities of Australia,2019 July,466,,42578127475,State,,153.029142,-26.409542
1054,1741,Norfolk Village State School,State School,Open,,,Prep Year,Year 6,Principal,10,2020-08-28T00:00:00,www.norfolkvillagess.eq.edu.au,(07) 5549 4222,N,(07) 5549 4200,,83 Halfway Drive,Ormeau,4208,83 Halfway Drive,Ormeau,,4208,South East,Forde,Coomera,Gold Coast (C),Ormeau - Yatala,309071255,Major Cities of Australia,2019 July,1031,,47145285858,State,,153.244777,-27.772999
1055,926,Norman Park State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-08-12T00:00:00,www.normanparkss.eq.edu.au,(07) 3900 5888,N,(07) 3395 5408,,68-88 Agnew Street,Norman Park,4170,68-88 Agnew Street,Norman Park,,4170,Metropolitan,Griffith,Bulimba,Brisbane (C),Norman Park,305021118,Major Cities of Australia,2019 July,463,,41215273919,State,,153.062355,-27.4745
1056,360,Normanton State School,State School,Open,,,Prep Year,Year 10,Principal,9,2020-06-05T00:00:00,www.normantonss.eq.edu.au,(07) 4769 7222,N,(07) 4745 1322,,Little Brown Street,Normanton,4890,PO Box 28,Normanton,,4890,North Queensland,Kennedy,Traeger,Carpentaria (S),Carpentaria,315021404,Very Remote Australia,2019 July,125,,26124991074,State,,141.079046,-17.672072
1057,1863,Norris Road State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-12T00:00:00,www.norrisroadss.eq.edu.au,(07) 3261 0777,N,(07) 3261 0700,,28 Greenore Street,Bracken Ridge,4017,28 Greenore Street,Bracken Ridge,,4017,Metropolitan,Petrie,Sandgate,Brisbane (C),Bracken Ridge,302041041,Major Cities of Australia,2019 July,681,,79738411932,State,,153.025013,-27.316658
1058,469,North Arm State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-06-12T00:00:00,www.northarmss.eq.edu.au,(07) 5472 9888,N,(07) 5472 9800,,Cnr Fairhill & Yandina Creek Road,North Arm,4561,Cnr Fairhill & Yandina Creek Road,via Yandina,,4561,North Coast,Fairfax,Ninderry,Sunshine Coast (R),Eumundi - Yandina,316071547,Inner Regional Australia,2019 July,343,,75658543220,State,,152.965795,-26.523289
1059,731,North Eton State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-06-18T00:00:00,www.northetonss.eq.edu.au,(07) 4954 1267,N,,,Kinchant Dam Road,North Eton,4741,Kinchant Dam Road,North Eton,,4741,Central Queensland,Capricornia,Mirani,Mackay (R),Pioneer Valley,312021351,Outer Regional Australia,2019 July,16,,47017710141,State,,148.956289,-21.230149
1060,2324,North Lakes State College,State School,Open,,,Prep Year,Year 12,Executive Principal,11,2020-08-10T00:00:00,www.northlakescollege.eq.edu.au,(07) 3482 5555,N,(07) 3482 5500,,Joyner Circuit,North Lakes,4509,PO Box 335,North Lakes,,4509,North Coast,Petrie,Bancroft,Moreton Bay (R),North Lakes - Mango Hill,314021390,Major Cities of Australia,2019 July,2905,,62595233183,State,,153.025181,-27.238366
1061,2041,North Rockhampton State High School,State High School,Open,,,Year 7,Year 12,Principal,10,2020-06-11T00:00:00,www.northrockhamptonshs.eq.edu.au,(07) 4924 7888,N,(07) 4924 7800,,Berserker Street,Frenchville,4701,PO Box 5021,Red Hill,,4701,Central Queensland,Capricornia,Rockhampton,Rockhampton (R),Frenchville - Mount Archer,308031208,Inner Regional Australia,2019 July,895,,21652463392,State,,150.531699,-23.352105
1062,A069,North Shore State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-07-06T00:00:00,www.northshoress.eq.edu.au,(07) 4412 8555,N,,,9 Langford Street,Burdell,4818,9 Langford Street,Burdell,,4818,North Queensland,Herbert,Hinchinbrook,Townsville (C),Deeragun,318021473,Outer Regional Australia,2019 July,473,,28269141772,State,,146.696118,-19.233242
1063,211,Northern Beaches State High School,State High School,Open,,,Year 7,Year 12,Principal,10,2020-07-06T00:00:00,www.northernbeachesshs.eq.edu.au,(07) 4751 7111,N,(07) 4751 7100,,Meranti Street,Deeragun,4818,PO Box 200,Deeragun,,4818,North Queensland,Herbert,Hinchinbrook,Townsville (C),Deeragun,318021473,Outer Regional Australia,2019 July,812,,35538740152,State,,146.67356,-19.247948
1064,1243,Northern Peninsula Area State College,State School,Open,,,Early Childhood,Year 12,Principal,10,2020-08-21T00:00:00,www.northernpeninsulasc.eq.edu.au,(07) 4090 4333,N,(07) 4090 4300,,Sagaukaz Street,Bamaga,4876,PO Box 100,Bamaga,,4876,Far North Queensland,Leichhardt,Cook,Northern Peninsula Area (R),Northern Peninsula,315011399,Very Remote Australia,2019 July,730,,45508552701,State,,142.385802,-10.895205
1065,281,Northgate State School,State School,Open,,,Prep Year,Year 6,Principal,7,2020-08-12T00:00:00,www.northgatess.eq.edu.au,(07) 3370 2333,N,,,128 Amelia Street,Nundah,4012,128 Amelia Street,Nundah,,4012,Metropolitan,Lilley,Nudgee,Brisbane (C),Northgate - Virginia,302031038,Major Cities of Australia,2019 July,314,,97765581869,State,,153.070852,-27.398743
1066,5476,Northpine Christian College (Dakabin),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.northpine.qld.edu.au,(07) 3204 6511,,(07) 3886 1405,,29 Hughes Road East,Dakabin,4503,PO Box 33,Kallangur,,4503,North Coast,Longman,Murrumba,Moreton Bay (R),Dakabin - Kallangur,314021388,Major Cities of Australia,,,,,Non-State,Independent,152.985045,-27.221076
1067,5578,Northside Christian College (Everton Park),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.northside.qld.edu.au,(07) 3353 1266,,(07) 3353 4628,,151 Flockton Street,Everton Park,4053,PO Box 599,Everton Park,,4053,Metropolitan,Lilley,Everton,Brisbane (C),McDowall,302011026,Major Cities of Australia,,,,,Non-State,Independent,152.990531,-27.394221
1068,1957,Northview State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-06-18T00:00:00,www.northviewss.eq.edu.au,(07) 4965 6888,N,(07) 4965 6800,,54 Pioneer Street,Mount Pleasant,4740,54 Pioneer Street,Mount Pleasant,,4740,Central Queensland,Dawson,Mackay,Mackay (R),Mount Pleasant - Glenella,312021348,Inner Regional Australia,2019 July,396,,72281203069,State,,149.150979,-21.109844
1069,445,Norville State School,State School,Open,,,Early Childhood,Year 6,Principal,9,2020-05-28T00:00:00,www.norvilless.eq.edu.au,(07) 4132 6333,N,(07) 4132 6300,,Dr Mays Road,Norville,4670,Dr Mays Road,Bundaberg,,4670,North Coast,Hinkler,Bundaberg,Bundaberg (R),Svensson Heights - Norville,319011501,Inner Regional Australia,2019 July,682,,46140571735,State,,152.336502,-24.886563
1070,785,Numinbah Valley State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-08-28T00:00:00,www.numinbahvalleyss.eq.edu.au,(07) 5533 4140,Y,(07) 5533 4120,,2270 Nerang-Murwillumbah Road,Numinbah Valley,4211,2270 Nerang Murwillumbah Road,Numinbah Valley,via Nerang,4211,South East,Wright,Mudgeeraba,Gold Coast (C),Guanaba - Springbrook,309041241,Inner Regional Australia,2019 July,15,,34282925245,State,,153.227213,-28.148648
1071,43,Nundah State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-12T00:00:00,www.nundahss.eq.edu.au,(07) 3635 5888,N,(07) 3635 5800,,41 Bage Street,Nundah,4012,PO Box 379,Nundah,,4012,Metropolitan,Lilley,Nudgee,Brisbane (C),Nundah,302031040,Major Cities of Australia,2019 July,730,,71208385215,State,,153.058328,-27.402544
1072,3084,Nursery Road State Special School,Special School,Open,,,Early Childhood,Year 12,Principal,11,2020-08-12T00:00:00,www.nurseryroadspecs.eq.edu.au,(07) 3308 6333,N,(07) 3308 6300,,49 Nursery Road,Holland Park West,4121,49 Nursery Road,Holland Park,,4121,Metropolitan,Bonner,Greenslopes,Brisbane (C),Mount Gravatt,303031063,Major Cities of Australia,2019 July,211,,70964968459,State,,153.064193,-27.534172
1073,1238,Oakenden State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-06-18T00:00:00,www.oakendenss.eq.edu.au,(07) 4959 7272,N,(07) 4959 7160,,177 Oakenden School Road,Oakenden,4741,177 Oakenden School Road,Sarina,,4737,Central Queensland,Capricornia,Mirani,Mackay (R),Walkerston - Eton,312021357,Outer Regional Australia,2019 July,12,,21885589050,State,,149.005056,-21.311623
1074,2099,Oakey State High School,State High School,Open,,,Year 7,Year 12,Principal,9,2020-03-26T00:00:00,www.oakeyshs.eq.edu.au,(07) 4691 4100,N,(07) 4691 4123,,1 Campbell Street,Oakey,4401,PO Box 319,Oakey,,4401,Darling Downs South West,Groom,Condamine,Toowoomba (R),Jondaryan,307021180,Inner Regional Australia,2019 July,476,,24946351672,State,,151.71934,-27.445059
1075,166,Oakey State School,State School,Open,,,Early Childhood,Year 6,Principal,8,2020-03-26T00:00:00,www.oakeyss.eq.edu.au,(07) 4692 0333,N,(07) 4692 0300,,24 Campbell Street,Oakey,4401,PO Box 340,Oakey,,4401,Darling Downs South West,Groom,Condamine,Toowoomba (R),Jondaryan,307021180,Inner Regional Australia,2019 July,337,,63128639539,State,,151.720502,-27.439355
1076,331,Oakleigh State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-08-12T00:00:00,www.oakleighss.eq.edu.au,(07) 3510 2888,N,(07) 3510 2800,,Buxton Street,Ashgrove,4060,Buxton Street,Ashgrove,,4060,Metropolitan,Ryan,Ferny Grove,Brisbane (C),Ashgrove,305041132,Major Cities of Australia,2019 July,515,,78361275894,State,,152.985892,-27.436517
1077,620,Oakwood State School,State School,Open,,,Prep Year,Year 6,Principal,6,2020-05-28T00:00:00,www.oakwoodss.eq.edu.au,(07) 4130 9333,N,(07) 4130 9300,,125 Oakwood School Road,Oakwood,4670,125 Oakwood School Road,Bundaberg,,4670,North Coast,Flynn,Burnett,Bundaberg (R),Bundaberg North - Gooburrum,319011497,Inner Regional Australia,2019 July,137,,45075393731,State,,152.300459,-24.844531
1078,51,One Mile State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-05-15T00:00:00,www.onemiless.eq.edu.au,(07) 5480 2777,N,(07) 5480 2700,,John Street,Gympie,4570,John Street,Gympie,,4570,North Coast,Wide Bay,Gympie,Gympie (R),Gympie - North,319031512,Inner Regional Australia,2019 July,433,,47995525018,State,,152.675322,-26.19931
1079,2421,OneSchool Global QLD (Wakerley) ,Non-State School,Open,,,Year 3,Year 12,Principal,,,www.oneschoolglobal.com,1300 378 406,,(07) 3390 7978,,190 Ingleston Road,Wakerley,4154,PO Box 3422,Tingalpa DC,,4173,Metropolitan,Bonner,Chatsworth,Brisbane (C),Wakerley,301031019,Major Cities of Australia,,,,,Non-State,Independent,153.141793,-27.485275
1080,A774,Ontrack College Emerald (Emerald),Non-State School,Open,,,Year 7,Year 10,Principal,,,,(07) 4982 0977,,,,26274 Capricorn Highway,Emerald ,4720,PO Box 1993,Emerald,,4720,Central Queensland,Flynn,Gregory,Central Highlands (R),Central Highlands - West,308011191,Outer Regional Australia,,,,,Non-State,Independent,148.18449,-23.53962
1081,556,Oonoonba State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-07-06T00:00:00,www.oonoonbass.eq.edu.au,(07) 4799 8333,N,(07) 4799 8300,,Fairfield Waters Drive,Idalia,4811,PO Box 1077,Oonoonba,,4811,North Queensland,Dawson,Mundingburra,Townsville (C),Oonoonba,318021487,Outer Regional Australia,2019 July,516,,88191124337,State,,146.812264,-19.304579
1082,1271,Orion State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-05-29T00:00:00,www.orionss.eq.edu.au,(07) 4984 6126,Y,(07) 4984 6173,,1002 Ten Chain Road,Orion,4722,1002 Ten Chain Road,Orion,via Springsure,4722,Central Queensland,Flynn,Gregory,Central Highlands (R),Central Highlands - West,308011191,Remote Australia,2019 July,8,,92383826336,State,,148.410708,-24.230322
1083,336,Ormeau State School,State School,Open,,,Prep Year,Year 6,Principal,10,2020-08-28T00:00:00,www.ormeauss.eq.edu.au,(07) 5547 2888,N,,,29 Mirambeena Drive,Pimpama,4209,29 Mirambeena Drive,Pimpama,,4209,South East,Fadden,Coomera,Gold Coast (C),Pimpama,309071257,Major Cities of Australia,2019 July,922,,96737987935,State,,153.276681,-27.799965
1084,6136,Ormeau Woods State High School,State High School,Open,,,Year 7,Year 12,Principal,11,2020-08-28T00:00:00,www.ormeauwoodsshs.eq.edu.au,(07) 5540 9222,N,(07) 5540 9200,,Goldmine Road,Ormeau,4208,Goldmine Road,Ormeau,,4208,South East,Fadden,Coomera,Gold Coast (C),Ormeau - Yatala,309071255,Major Cities of Australia,2019 July,1348,,78234839010,State,,153.26412,-27.77032
1085,5796,Ormiston College (Ormiston),Non-State School,Open,,,Prep Year,Year 12,Headmaster,,,www.ormistoncollege.com,(07) 3821 8999,N,(07) 3821 1311,,97 Dundas Street West,Ormiston,4160,PO Box 1835,Cleveland DC,,4163,South East,Bowman,Oodgeroo,Redland (C),Ormiston,301021008,Major Cities of Australia,,,,,Non-State,Independent,153.246879,-27.515347
1086,23,Ormiston State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-10T00:00:00,www.ormistonss.eq.edu.au,(07) 3824 9111,N,(07) 3824 9100,,82-110 Gordon Street,Ormiston,4160,82-110 Gordon Street,Ormiston,,4160,South East,Bowman,Oodgeroo,Redland (C),Ormiston,301021008,Major Cities of Australia,2019 July,572,,77597356601,State,,153.258508,-27.516473
1087,74,Osborne State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-06-24T00:00:00,www.osborness.eq.edu.au,(07) 4782 6254,N,(07) 4782 6265,,Kirknie Road,Osborne,4806,PO Box 217,Home Hill,,4806,North Queensland,Dawson,Burdekin,Burdekin (S),Burdekin,318011461,Outer Regional Australia,2019 July,18,,39284851534,State,,147.346602,-19.700538
1088,5267,Our Lady Help of Christians School (Earlville),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olhoc.qld.edu.au,(07) 4054 2566,,(07) 4054 2426,,18 Balaclava Road,Earlville,4870,18 Balaclava Road,Earlville,,4870,Far North Queensland,Leichhardt,Cairns,Cairns (R),Earlville - Bayview Heights,306021146,Outer Regional Australia,,,,,Non-State,Catholic,145.737137,-16.943033
1089,5024,Our Lady Help of Christians School (Hendra),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olhchendra.qld.edu.au,(07) 3268 3070,N,(07) 3216 4962,,23 Bowman Street,Hendra,4011,23 Bowman Street,Hendra,,4011,Metropolitan,Brisbane,Clayfield,Brisbane (C),Hendra,305031125,Major Cities of Australia,,,,,Non-State,Catholic,153.066736,-27.420797
1090,5026,Our Lady of Dolours School (Mitchelton),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.ourladyofdolours.qld.edu.au,(07) 3355 7763,N,(07) 3855 2641,,2 Willcocks Street,Mitchelton,4053,2 Willcocks Street,Mitchelton,,4053,Metropolitan,Ryan,Ferny Grove,Brisbane (C),Mitchelton,304041101,Major Cities of Australia,,,,,Non-State,Catholic,152.974854,-27.41431
1091,5027,Our Lady of Fatima Primary School (Acacia Ridge),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.ourladyoffatima.qld.edu.au,(07) 3275 1152,,(07) 3216 7946,,350 Mortimer Road,Acacia Ridge,4110,PO Box 420,Acacia Ridge,,4110,Metropolitan,Moreton,Algester,Brisbane (C),Rocklea - Acacia Ridge,303051076,Major Cities of Australia,,,,,Non-State,Catholic,153.022752,-27.579185
1092,5117,Our Lady of Good Counsel School (Gatton),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olgcgatton.qld.edu.au,(07) 5462 2675,N,(07) 5462 4595,,20 Maitland Street,Gatton,4343,PO Box 297,Gatton,,4343,Darling Downs South West,Wright,Lockyer,Lockyer Valley (R),Gatton,317011448,Inner Regional Australia,,,,,Non-State,Catholic,152.27166,-27.558237
1093,5236,Our Lady of Lourdes Primary School (Ingham),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olltsv.catholic.edu.au,(07) 4776 2719,,(07) 4776 3882,,18 Abbott Street,Ingham,4850,PO Box 1553,Ingham,,4850,North Queensland,Kennedy,Hinchinbrook,Hinchinbrook (S),Ingham,318011464,Outer Regional Australia,,,,,Non-State,Catholic,146.159262,-18.653896
1094,5028,Our Lady of Lourdes Primary School (Sunnybank),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.ourladyoflourdes.qld.edu.au,(07) 3345 0700,N,(07) 3344 3598,,Shearwin Street,Sunnybank,4109,PO Box 439,Sunnybank,,4109,Metropolitan,Moreton,Toohey,Brisbane (C),Sunnybank,303061079,Major Cities of Australia,,,,,Non-State,Catholic,153.061996,-27.581674
1095,5153,Our Lady of Lourdes Primary School (Toowoomba),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.ololtwb.catholic.edu.au,(07) 4634 1922,N,(07) 4634 4824,,2 Ascot Street,Toowoomba,4350,2 Ascot Street,Toowoomba,,4350,Darling Downs South West,Groom,Toowoomba North,Toowoomba (R),Newtown (Qld),317011453,Inner Regional Australia,,,,,Non-State,Catholic,151.93261,-27.557014
1096,5030,Our Lady of Mount Carmel School (Coorparoo),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.mtcarmelcoorparoo.qld.edu.au,(07) 3397 7125,,(07) 3847 2792,,Norfolk Street,Coorparoo,4151,Norfolk Road,Coorparoo,,4151,Metropolitan,Griffith,Greenslopes,Brisbane (C),Coorparoo,303021053,Major Cities of Australia,,,,,Non-State,Catholic,153.062631,-27.5027
1097,5031,Our Lady of the Angels' School (Wavell Heights),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olawavellheights.qld.edu.au,(07) 3359 9198,,(07) 3359 8068,,30 Warraba Avenue,Wavell Heights,4012,Warraba Avenue,Wavell Heights,,4012,Metropolitan,Lilley,Stafford,Brisbane (C),Wavell Heights,302021034,Major Cities of Australia,,,,,Non-State,Catholic,153.040311,-27.3936
1098,5032,Our Lady of the Assumption School (Enoggera),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olaenoggera.qld.edu.au,(07) 3355 2388,N,(07) 3354 2273,,9 Hurdcotte Street,Enoggera,4051,PO Box 140,Alderley,,4051,Metropolitan,Brisbane,Everton,Brisbane (C),Enoggera,304041098,Major Cities of Australia,,,,,Non-State,Catholic,152.990302,-27.416821
1099,5137,Our Lady of the Rosary School (Caloundra),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olr.qld.edu.au,(07) 5491 4522,N,(07) 5492 6225,,Alfred Street,Caloundra,4551,PO Box 149,Moffat Beach,,4551,North Coast,Fisher,Caloundra,Sunshine Coast (R),Moffat Beach - Battery Hill,316021422,Major Cities of Australia,,,,,Non-State,Catholic,153.143746,-26.797257
1100,5033,Our Lady of the Rosary School (Kenmore),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olrkenmore.qld.edu.au,(07) 3378 2412,N,(07) 3878 3160,,1 Kenmore Road,Kenmore,4069,1 Kenmore Road,Kenmore,,4069,Metropolitan,Ryan,Moggill,Brisbane (C),Kenmore,304021090,Major Cities of Australia,,,,,Non-State,Catholic,152.937323,-27.511198
1101,5034,Our Lady of the Sacred Heart Catholic Primary School (Darra),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olshdarra.qld.edu.au,(07) 3375 4519,,(07) 3375 3867,,115 Darra Station Road,Darra,4076,PO Box 3076,Darra,,4076,Metropolitan,Oxley,Mount Ommaney,Brisbane (C),Darra - Sumner,310011271,Major Cities of Australia,,,,,Non-State,Catholic,152.952203,-27.568091
1102,5192,Our Lady of the Sacred Heart Catholic Primary School (Springsure),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olshs.rok.catholic.edu.au,(07) 4984 1525,N,(07) 4984 1353,,Gap Street,Springsure,4722,Gap Street,Springsure,,4722,Central Queensland,Flynn,Gregory,Central Highlands (R),Central Highlands - West,308011191,Remote Australia,,,,,Non-State,Catholic,148.092636,-24.117027
1103,5268,Our Lady of the Sacred Heart School (Thursday Island),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olsh.qld.edu.au/,(07) 4069 2203,,(07) 4069 1645,,Normanby Street,Thursday Island,4875,PO Box 544,Thursday Island,,4875,Far North Queensland,Leichhardt,Cook,Torres (S),Torres,315011401,Very Remote Australia,,,,,Non-State,Catholic,142.215733,-10.583081
1104,5189,Our Lady of the Southern Cross College (Dalby),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.dalby.catholic.edu.au,(07) 4672 4111,,(07) 4672 4112,,2 Nicholson Street,Dalby,4405,2 Nicholson Street,Dalby,,4405,Darling Downs South West,Maranoa,Warrego,Western Downs (R),Wambo,307021183,Inner Regional Australia,,,,,Non-State,Catholic,151.267671,-27.171856
1105,5035,Our Lady of the Way School (Petrie),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.ourladyoftheway.qld.edu.au,(07) 3285 2977,N,(07) 3285 5333,,38 Armstrong Street,Petrie,4502,38 Armstrong Street,Petrie,,4502,North Coast,Dickson,Kurwongbah,Moreton Bay (R),Petrie,314031393,Major Cities of Australia,,,,,Non-State,Catholic,152.979183,-27.266613
1106,5413,Our Lady's Catholic Primary School (Longreach),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.oll.rok.catholic.edu.au,(07) 4658 3055,N,(07) 4658 3994,,85 Eagle Street,Longreach,4730,PO Box 168,Longreach,,4730,Central Queensland,Maranoa,Gregory,Longreach (R),Longreach,315031412,Very Remote Australia,,,,,Non-State,Catholic,144.251106,-23.439452
1107,5356,Our Lady's College (Annerley),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.ourladyscollege.qld.edu.au,(07) 3848 7462,N,(07) 3848 8059,,15 Chester Road,Annerley,4103,15 Chester Road,Annerley,,4103,Metropolitan,Griffith,Miller,Brisbane (C),Annerley,303021052,Major Cities of Australia,,,,,Non-State,Catholic,153.031991,-27.515692
1108,1970,Oxenford State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-28T00:00:00,www.oxenfordss.eq.edu.au,(07) 5585 7666,N,(07) 5585 7600,,90 Michigan Drive,Oxenford,4210,90 Michigan Drive,Oxenford,,4210,South East,Fadden,Theodore,Gold Coast (C),Oxenford - Maudsland,309071256,Major Cities of Australia,2019 July,533,,30810886866,State,,153.303978,-27.899472
1109,79,Oxley State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-08-12T00:00:00,www.oxleyss.eq.edu.au,(07) 3716 2444,N,(07) 3716 2400,,Bannerman Street,Oxley,4075,Bannerman Street,Oxley,,4075,Metropolitan,Moreton,Mount Ommaney,Brisbane (C),Oxley (Qld),310011275,Major Cities of Australia,2019 July,482,,43378578731,State,,152.980617,-27.564262
1110,2330,Pacific Lutheran College (Meridan Plains),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.pacificlutheran.qld.edu.au,(07) 5436 7300,N,(07) 5436 7301,,Woodlands Boulevard,Meridan Plains,4551,PO Box 992,Caloundra,,4551,North Coast,Fisher,Kawana,Sunshine Coast (R),Caloundra - West,316021420,Major Cities of Australia,,,,,Non-State,Independent,153.10533,-26.756543
